item	infinitive	tense	sing	plur	inVocabs
647	conservar	Imperfect	conservaba	conservaban	0
647	conservar	Pres	conserva	conservan	1
647	conservar	Fut	conservará	conservarán	0
648	remontar	Past	remontó	remontaron	0
648	remontar	Imperfect	remontaba	remontaban	0
648	remontar	Pres	remonta	remontan	1
648	remontar	Fut	remontará	remontarán	0
649	mandar	Past	mandó	mandaron	0
649	mandar	Imperfect	mandaba	mandaban	0
649	mandar	Pres	manda	mandan	1
649	mandar	Fut	mandará	mandarán	0
650	aliar	Past	alió	aliaron	0
650	aliar	Imperfect	aliaba	aliaban	0
650	aliar	Pres	alía	alían	0
650	aliar	Fut	aliará	aliarán	0
651	traducir	Past	tradujo	tradujeron	0
651	traducir	Imperfect	traducía	traducían	0
651	traducir	Pres	traduce	traducen	0
651	traducir	Fut	traducirá	traducirán	0
652	liderar	Past	lideró	lideraron	0
652	liderar	Imperfect	lideraba	lideraban	0
652	liderar	Pres	lidera	lideran	0
652	liderar	Fut	liderará	liderarán	0
653	plasmar	Past	plasmó	plasmaron	0
653	plasmar	Imperfect	plasmaba	plasmaban	0
653	plasmar	Pres	plasma	plasman	0
653	plasmar	Fut	plasmará	plasmarán	0
654	rebotar	Past	rebotó	rebotaron	0
654	rebotar	Imperfect	rebotaba	rebotaban	0
654	rebotar	Pres	rebota	rebotan	0
654	rebotar	Fut	rebotará	rebotarán	0
655	desaparecer	Past	desapareció	desaparecieron	0
655	desaparecer	Imperfect	desaparecía	desaparecían	0
655	desaparecer	Pres	desaparece	desaparecen	1
655	desaparecer	Fut	desaparecerá	desaparecerán	0
656	arrollar	Past	arrolló	arrollaron	0
656	arrollar	Imperfect	arrollaba	arrollaban	0
656	arrollar	Pres	arrolla	arrollan	0
656	arrollar	Fut	arrollará	arrollarán	0
657	obligar	Past	obligó	obligaron	0
657	obligar	Imperfect	obligaba	obligaban	0
657	obligar	Pres	obliga	obligan	1
657	obligar	Fut	obligará	obligarán	0
658	despejar	Past	despejó	despejaron	0
658	despejar	Imperfect	despejaba	despejaban	0
658	despejar	Pres	despeja	despejan	0
658	despejar	Fut	despejará	despejarán	0
659	agarrar	Past	agarró	agarraron	0
659	agarrar	Imperfect	agarraba	agarraban	0
659	agarrar	Pres	agarra	agarran	0
659	agarrar	Fut	agarrará	agarrarán	0
660	colar	Past	coló	colaron	0
660	colar	Imperfect	colaba	colaban	0
660	colar	Pres	cuela	cuelan	0
660	colar	Fut	colará	colarán	0
661	estrellar	Past	estrelló	estrellaron	0
661	estrellar	Imperfect	estrellaba	estrellaban	0
661	estrellar	Pres	estrella	estrellan	0
661	estrellar	Fut	estrellará	estrellarán	0
662	anotar	Past	anotó	anotaron	0
662	anotar	Imperfect	anotaba	anotaban	0
662	anotar	Pres	anota	anotan	0
662	anotar	Fut	anotará	anotarán	0
663	medir	Past	midió	midieron	0
663	medir	Imperfect	medía	medían	0
663	medir	Pres	mide	miden	1
663	medir	Fut	medirá	medirán	0
664	evaluar	Past	evaluó	evaluaron	0
664	evaluar	Imperfect	evaluaba	evaluaban	0
664	evaluar	Pres	evalúa	evalúan	0
664	evaluar	Fut	evaluará	evaluarán	0
665	valorar	Past	valoró	valoraron	0
665	valorar	Imperfect	valoraba	valoraban	0
665	valorar	Pres	valora	valoran	0
665	valorar	Fut	valorará	valorarán	0
666	equivaler	Past	equivalió	equivalieron	0
666	equivaler	Imperfect	equivalía	equivalían	0
666	equivaler	Pres	equivale	equivalen	0
666	equivaler	Fut	equivaldrá	equivaldrán	0
667	implicar	Past	implicó	implicaron	0
667	implicar	Imperfect	implicaba	implicaban	0
667	implicar	Pres	implica	implican	1
667	implicar	Fut	implicará	implicarán	0
668	dudar	Past	dudó	dudaron	0
668	dudar	Imperfect	dudaba	dudaban	0
668	dudar	Pres	duda	dudan	0
668	dudar	Fut	dudará	dudarán	0
669	reemplazar	Past	reemplazó	reemplazaron	0
669	reemplazar	Imperfect	reemplazaba	reemplazaban	0
669	reemplazar	Pres	reemplaza	reemplazan	0
669	reemplazar	Fut	reemplazará	reemplazarán	0
670	reanudar	Past	reanudó	reanudaron	0
670	reanudar	Imperfect	reanudaba	reanudaban	0
670	reanudar	Pres	reanuda	reanudan	0
670	reanudar	Fut	reanudará	reanudarán	0
671	interrumpir	Past	interrumpió	interrumpieron	0
671	interrumpir	Imperfect	interrumpía	interrumpían	0
671	interrumpir	Pres	interrumpe	interrumpen	0
671	interrumpir	Fut	interrumpirá	interrumpirán	0
672	almorzar	Past	almorzó	almorzaron	0
672	almorzar	Imperfect	almorzaba	almorzaban	0
672	almorzar	Pres	almuerza	almuerzan	0
672	almorzar	Fut	almorzará	almorzarán	0
673	visitar	Past	visitó	visitaron	0
673	visitar	Imperfect	visitaba	visitaban	0
673	visitar	Pres	visita	visitan	1
673	visitar	Fut	visitará	visitarán	0
674	analizar	Past	analizó	analizaron	0
674	analizar	Imperfect	analizaba	analizaban	0
674	analizar	Pres	analiza	analizan	0
674	analizar	Fut	analizará	analizarán	0
675	desconocer	Past	desconoció	desconocieron	0
675	desconocer	Imperfect	desconocía	desconocían	0
675	desconocer	Pres	desconoce	desconocen	0
675	desconocer	Fut	desconocerá	desconocerán	0
676	protagonizar	Past	protagonizó	protagonizaron	0
676	protagonizar	Imperfect	protagonizaba	protagonizaban	0
676	protagonizar	Pres	protagoniza	protagonizan	0
676	protagonizar	Fut	protagonizará	protagonizarán	0
677	aportar	Past	aportó	aportaron	0
677	aportar	Imperfect	aportaba	aportaban	0
677	aportar	Pres	aporta	aportan	1
677	aportar	Fut	aportará	aportarán	0
678	capturar	Past	capturó	capturaron	0
678	capturar	Imperfect	capturaba	capturaban	0
678	capturar	Pres	captura	capturan	0
678	capturar	Fut	capturará	capturarán	0
679	atinar	Past	atinó	atinaron	0
679	atinar	Imperfect	atinaba	atinaban	0
679	atinar	Pres	atina	atinan	0
679	atinar	Fut	atinará	atinarán	0
680	desviar	Past	desvió	desviaron	0
680	desviar	Imperfect	desviaba	desviaban	0
680	desviar	Pres	desvía	desvían	0
680	desviar	Fut	desviará	desviarán	0
681	disimular	Past	disimuló	disimularon	0
681	disimular	Imperfect	disimulaba	disimulaban	0
681	disimular	Pres	disimula	disimulan	0
681	disimular	Fut	disimulará	disimularán	0
682	sacrificar	Past	sacrificó	sacrificaron	0
682	sacrificar	Imperfect	sacrificaba	sacrificaban	0
682	sacrificar	Pres	sacrifica	sacrifican	0
682	sacrificar	Fut	sacrificará	sacrificarán	0
683	acentuar	Past	acentuó	acentuaron	0
683	acentuar	Imperfect	acentuaba	acentuaban	0
683	acentuar	Pres	acentúa	acentúan	0
683	acentuar	Fut	acentuará	acentuarán	0
684	desgastar	Past	desgastó	desgastaron	0
684	desgastar	Imperfect	desgastaba	desgastaban	0
684	desgastar	Pres	desgasta	desgastan	0
684	desgastar	Fut	desgastará	desgastarán	0
685	diluir	Past	diluyó	diluyeron	0
685	diluir	Imperfect	diluía	diluían	0
685	diluir	Pres	diluye	diluyen	0
685	diluir	Fut	diluirá	diluirán	0
686	cabecear	Past	cabeceó	cabecearon	0
686	cabecear	Imperfect	cabeceaba	cabeceaban	0
686	cabecear	Pres	cabecea	cabecean	0
686	cabecear	Fut	cabeceará	cabecearán	0
687	integrar	Past	integró	integraron	0
687	integrar	Imperfect	integraba	integraban	0
687	integrar	Pres	integra	integran	1
687	integrar	Fut	integrará	integrarán	0
688	proceder	Past	procedió	procedieron	0
688	proceder	Imperfect	procedía	procedían	0
688	proceder	Pres	procede	proceden	1
688	proceder	Fut	procederá	procederán	0
689	condenar	Past	condenó	condenaron	0
689	condenar	Imperfect	condenaba	condenaban	0
689	condenar	Pres	condena	condenan	0
689	condenar	Fut	condenará	condenarán	0
690	corroborar	Past	corroboró	corroboraron	0
690	corroborar	Imperfect	corroboraba	corroboraban	0
690	corroborar	Pres	corrobora	corroboran	0
690	corroborar	Fut	corroborará	corroborarán	0
691	persistir	Past	persistió	persistieron	0
691	persistir	Imperfect	persistía	persistían	0
691	persistir	Pres	persiste	persisten	0
691	persistir	Fut	persistirá	persistirán	0
692	equilibrar	Past	equilibró	equilibraron	0
692	equilibrar	Imperfect	equilibraba	equilibraban	0
692	equilibrar	Pres	equilibra	equilibran	0
692	equilibrar	Fut	equilibrará	equilibrarán	0
693	gravar	Past	gravó	gravaron	0
693	gravar	Imperfect	gravaba	gravaban	0
693	gravar	Pres	grava	gravan	0
693	gravar	Fut	gravará	gravarán	0
694	pagar	Past	pagó	pagaron	0
694	pagar	Imperfect	pagaba	pagaban	0
694	pagar	Pres	paga	pagan	1
694	pagar	Fut	pagará	pagarán	0
695	someter	Past	sometió	sometieron	0
695	someter	Imperfect	sometía	sometían	0
695	someter	Pres	somete	someten	0
695	someter	Fut	someterá	someterán	0
696	prometer	Past	prometió	prometieron	0
696	prometer	Imperfect	prometía	prometían	0
696	prometer	Pres	promete	prometen	0
696	prometer	Fut	prometerá	prometerán	0
697	fluctuar	Past	fluctuó	fluctuaron	0
697	fluctuar	Imperfect	fluctuaba	fluctuaban	0
697	fluctuar	Pres	fluctúa	fluctúan	0
697	fluctuar	Fut	fluctuará	fluctuarán	0
698	transparentar	Past	transparentó	transparentaron	0
698	transparentar	Imperfect	transparentaba	transparentaban	0
698	transparentar	Pres	transparenta	transparentan	0
698	transparentar	Fut	transparentará	transparentarán	0
699	evadir	Past	evadió	evadieron	0
699	evadir	Imperfect	evadía	evadían	0
699	evadir	Pres	evade	evaden	0
699	evadir	Fut	evadirá	evadirán	0
700	anular	Past	anuló	anularon	0
700	anular	Imperfect	anulaba	anulaban	0
700	anular	Pres	anula	anulan	0
700	anular	Fut	anulará	anularán	0
701	impugnar	Past	impugnó	impugnaron	0
701	impugnar	Imperfect	impugnaba	impugnaban	0
701	impugnar	Pres	impugna	impugnan	0
701	impugnar	Fut	impugnará	impugnarán	0
702	desestimar	Past	desestimó	desestimaron	0
702	desestimar	Imperfect	desestimaba	desestimaban	0
702	desestimar	Pres	desestima	desestiman	0
702	desestimar	Fut	desestimará	desestimarán	0
703	inscribir	Past	inscribió	inscribieron	0
703	inscribir	Imperfect	inscribía	inscribían	0
703	inscribir	Pres	inscribe	inscriben	0
703	inscribir	Fut	inscribirá	inscribirán	0
704	estudiar	Past	estudió	estudiaron	0
704	estudiar	Imperfect	estudiaba	estudiaban	0
704	estudiar	Pres	estudia	estudian	1
704	estudiar	Fut	estudiará	estudiarán	0
705	alentar	Past	alentó	alentaron	0
705	alentar	Imperfect	alentaba	alentaban	0
705	alentar	Pres	alienta	alientan	0
705	alentar	Fut	alentará	alentarán	0
706	otorgar	Past	otorgó	otorgaron	0
706	otorgar	Imperfect	otorgaba	otorgaban	0
706	otorgar	Pres	otorga	otorgan	1
706	otorgar	Fut	otorgará	otorgarán	0
707	distar	Past	distó	distaron	0
707	distar	Imperfect	distaba	distaban	0
707	distar	Pres	dista	distan	0
707	distar	Fut	distará	distarán	0
708	rodear	Past	rodeó	rodearon	0
708	rodear	Imperfect	rodeaba	rodeaban	0
708	rodear	Pres	rodea	rodean	1
708	rodear	Fut	rodeará	rodearán	0
709	enfadar	Past	enfadó	enfadaron	0
709	enfadar	Imperfect	enfadaba	enfadaban	0
709	enfadar	Pres	enfada	enfadan	0
709	enfadar	Fut	enfadará	enfadarán	0
710	reprimir	Past	reprimió	reprimieron	0
710	reprimir	Imperfect	reprimía	reprimían	0
710	reprimir	Pres	reprime	reprimen	0
710	reprimir	Fut	reprimirá	reprimirán	0
711	inspirar	Past	inspiró	inspiraron	0
711	inspirar	Imperfect	inspiraba	inspiraban	0
711	inspirar	Pres	inspira	inspiran	0
711	inspirar	Fut	inspirará	inspirarán	0
712	destituir	Past	destituyó	destituyeron	0
712	destituir	Imperfect	destituía	destituían	0
712	destituir	Pres	destituye	destituyen	0
712	destituir	Fut	destituirá	destituirán	0
713	copiar	Past	copió	copiaron	0
713	copiar	Imperfect	copiaba	copiaban	0
713	copiar	Pres	copia	copian	0
713	copiar	Fut	copiará	copiarán	0
714	sonrojar	Past	sonrojó	sonrojaron	0
714	sonrojar	Imperfect	sonrojaba	sonrojaban	0
714	sonrojar	Pres	sonroja	sonrojan	0
714	sonrojar	Fut	sonrojará	sonrojarán	0
715	desnudar	Past	desnudó	desnudaron	0
715	desnudar	Imperfect	desnudaba	desnudaban	0
715	desnudar	Pres	desnuda	desnudan	0
715	desnudar	Fut	desnudará	desnudarán	0
716	convivir	Past	convivió	convivieron	0
716	convivir	Imperfect	convivía	convivían	0
716	convivir	Pres	convive	conviven	0
716	convivir	Fut	convivirá	convivirán	0
717	disfrutar	Past	disfrutó	disfrutaron	0
717	disfrutar	Imperfect	disfrutaba	disfrutaban	0
717	disfrutar	Pres	disfruta	disfrutan	0
717	disfrutar	Fut	disfrutará	disfrutarán	0
718	adaptar	Past	adaptó	adaptaron	0
718	adaptar	Imperfect	adaptaba	adaptaban	0
718	adaptar	Pres	adapta	adaptan	0
718	adaptar	Fut	adaptará	adaptarán	0
719	atender	Past	atendió	atendieron	0
719	atender	Imperfect	atendía	atendían	0
719	atender	Pres	atiende	atienden	0
719	atender	Fut	atenderá	atenderán	0
720	acceder	Past	accedió	accedieron	0
720	acceder	Imperfect	accedía	accedían	0
720	acceder	Pres	accede	acceden	0
720	acceder	Fut	accederá	accederán	0
721	complementar	Past	complementó	complementaron	0
721	complementar	Imperfect	complementaba	complementaban	0
721	complementar	Pres	complementa	complementan	0
721	complementar	Fut	complementará	complementarán	0
722	militar	Past	militó	militaron	0
722	militar	Imperfect	militaba	militaban	0
722	militar	Pres	milita	militan	0
722	militar	Fut	militará	militarán	0
723	disponer	Past	dispuso	dispusieron	0
723	disponer	Imperfect	disponía	disponían	0
723	disponer	Pres	dispone	disponen	1
723	disponer	Fut	dispondrá	dispondrán	0
724	estrenar	Past	estrenó	estrenaron	0
724	estrenar	Imperfect	estrenaba	estrenaban	0
724	estrenar	Pres	estrena	estrenan	0
724	estrenar	Fut	estrenará	estrenarán	0
725	repercutir	Past	repercutió	repercutieron	0
725	repercutir	Imperfect	repercutía	repercutían	0
725	repercutir	Pres	repercute	repercuten	0
725	repercutir	Fut	repercutirá	repercutirán	0
726	contribuir	Past	contribuyó	contribuyeron	0
726	contribuir	Imperfect	contribuía	contribuían	0
726	contribuir	Pres	contribuye	contribuyen	1
726	contribuir	Fut	contribuirá	contribuirán	0
727	degradar	Past	degradó	degradaron	0
727	degradar	Imperfect	degradaba	degradaban	0
727	degradar	Pres	degrada	degradan	0
727	degradar	Fut	degradará	degradarán	0
728	emplear	Past	empleó	emplearon	0
728	emplear	Imperfect	empleaba	empleaban	0
728	emplear	Pres	emplea	emplean	1
728	emplear	Fut	empleará	emplearán	0
729	obedecer	Past	obedeció	obedecieron	0
729	obedecer	Imperfect	obedecía	obedecían	0
729	obedecer	Pres	obedece	obedecen	0
729	obedecer	Fut	obedecerá	obedecerán	0
730	digerir	Past	digirió	digirieron	0
730	digerir	Imperfect	digería	digerían	0
730	digerir	Pres	digiere	digieren	0
730	digerir	Fut	digerirá	digerirán	0
731	agrupar	Past	agrupó	agruparon	0
731	agrupar	Imperfect	agrupaba	agrupaban	0
731	agrupar	Pres	agrupa	agrupan	0
731	agrupar	Fut	agrupará	agruparán	0
732	radicar	Past	radicó	radicaron	0
732	radicar	Imperfect	radicaba	radicaban	0
732	radicar	Pres	radica	radican	0
732	radicar	Fut	radicará	radicarán	0
733	librar	Past	libró	libraron	0
733	librar	Imperfect	libraba	libraban	0
733	librar	Pres	libra	libran	0
733	librar	Fut	librará	librarán	0
734	significar	Past	significó	significaron	0
734	significar	Imperfect	significaba	significaban	0
734	significar	Pres	significa	significan	1
734	significar	Fut	significará	significarán	0
735	subestimar	Past	subestimó	subestimaron	0
735	subestimar	Imperfect	subestimaba	subestimaban	0
735	subestimar	Pres	subestima	subestiman	0
735	subestimar	Fut	subestimará	subestimarán	0
736	jurar	Past	juró	juraron	0
736	jurar	Imperfect	juraba	juraban	0
736	jurar	Pres	jura	juran	0
736	jurar	Fut	jurará	jurarán	0
737	empezar	Past	empezó	empezaron	0
737	empezar	Imperfect	empezaba	empezaban	0
737	empezar	Pres	empieza	empiezan	1
737	empezar	Fut	empezará	empezarán	0
738	conquistar	Past	conquistó	conquistaron	0
738	conquistar	Imperfect	conquistaba	conquistaban	0
738	conquistar	Pres	conquista	conquistan	0
738	conquistar	Fut	conquistará	conquistarán	0
739	retar	Past	retó	retaron	0
739	retar	Imperfect	retaba	retaban	0
739	retar	Pres	reta	retan	0
739	retar	Fut	retará	retarán	0
740	reaparecer	Past	reapareció	reaparecieron	0
740	reaparecer	Imperfect	reaparecía	reaparecían	0
740	reaparecer	Pres	reaparece	reaparecen	0
740	reaparecer	Fut	reaparecerá	reaparecerán	0
741	seleccionar	Past	seleccionó	seleccionaron	0
741	seleccionar	Imperfect	seleccionaba	seleccionaban	0
741	seleccionar	Pres	selecciona	seleccionan	0
741	seleccionar	Fut	seleccionará	seleccionarán	0
742	distribuir	Past	distribuyó	distribuyeron	0
742	distribuir	Imperfect	distribuía	distribuían	0
742	distribuir	Pres	distribuye	distribuyen	1
742	distribuir	Fut	distribuirá	distribuirán	0
743	retener	Past	retuvo	retuvieron	0
743	retener	Imperfect	retenía	retenían	0
743	retener	Pres	retiene	retienen	0
743	retener	Fut	retendrá	retendrán	0
744	sobrepasar	Past	sobrepasó	sobrepasaron	0
744	sobrepasar	Imperfect	sobrepasaba	sobrepasaban	0
744	sobrepasar	Pres	sobrepasa	sobrepasan	0
744	sobrepasar	Fut	sobrepasará	sobrepasarán	0
745	convocar	Past	convocó	convocaron	0
745	convocar	Imperfect	convocaba	convocaban	0
745	convocar	Pres	convoca	convocan	0
745	convocar	Fut	convocará	convocarán	0
746	funcionar	Past	funcionó	funcionaron	0
746	funcionar	Imperfect	funcionaba	funcionaban	0
746	funcionar	Pres	funciona	funcionan	1
746	funcionar	Fut	funcionará	funcionarán	0
747	debatir	Past	debatió	debatieron	0
747	debatir	Imperfect	debatía	debatían	0
747	debatir	Pres	debate	debaten	0
747	debatir	Fut	debatirá	debatirán	0
748	regular	Past	reguló	regularon	0
748	regular	Imperfect	regulaba	regulaban	0
748	regular	Pres	regula	regulan	0
748	regular	Fut	regulará	regularán	0
749	oponer	Past	opuso	opusieron	0
749	oponer	Imperfect	oponía	oponían	0
749	oponer	Pres	opone	oponen	0
749	oponer	Fut	opondrá	opondrán	0
750	importar	Past	importó	importaron	0
750	importar	Imperfect	importaba	importaban	0
750	importar	Pres	importa	importan	1
750	importar	Fut	importará	importarán	0
751	corear	Past	coreó	corearon	0
751	corear	Imperfect	coreaba	coreaban	0
751	corear	Pres	corea	corean	0
751	corear	Fut	coreará	corearán	0
752	renunciar	Past	renunció	renunciaron	0
752	renunciar	Imperfect	renunciaba	renunciaban	0
752	renunciar	Pres	renuncia	renuncian	0
752	renunciar	Fut	renunciará	renunciarán	0
753	variar	Past	varió	variaron	0
753	variar	Imperfect	variaba	variaban	0
753	variar	Pres	varía	varían	0
753	variar	Fut	variará	variarán	0
754	adquirir	Past	adquirió	adquirieron	0
754	adquirir	Imperfect	adquiría	adquirían	0
754	adquirir	Pres	adquiere	adquieren	1
754	adquirir	Fut	adquirirá	adquirirán	0
755	diferenciar	Past	diferenció	diferenciaron	0
755	diferenciar	Imperfect	diferenciaba	diferenciaban	0
755	diferenciar	Pres	diferencia	diferencian	0
755	diferenciar	Fut	diferenciará	diferenciarán	0
756	calcular	Past	calculó	calcularon	0
756	calcular	Imperfect	calculaba	calculaban	0
756	calcular	Pres	calcula	calculan	0
756	calcular	Fut	calculará	calcularán	0
757	durar	Past	duró	duraron	0
757	durar	Imperfect	duraba	duraban	0
757	durar	Pres	dura	duran	1
757	durar	Fut	durará	durarán	0
758	homenajear	Past	homenajeó	homenajearon	0
758	homenajear	Imperfect	homenajeaba	homenajeaban	0
758	homenajear	Pres	homenajea	homenajean	0
758	homenajear	Fut	homenajeará	homenajearán	0
759	programar	Past	programó	programaron	0
759	programar	Imperfect	programaba	programaban	0
759	programar	Pres	programa	programan	0
759	programar	Fut	programará	programarán	0
760	grabar	Past	grabó	grabaron	0
760	grabar	Imperfect	grababa	grababan	0
760	grabar	Pres	graba	graban	0
760	grabar	Fut	grabará	grabarán	0
761	contrastar	Past	contrastó	contrastaron	0
761	contrastar	Imperfect	contrastaba	contrastaban	0
761	contrastar	Pres	contrasta	contrastan	0
761	contrastar	Fut	contrastará	contrastarán	0
762	apoderar	Past	apoderó	apoderaron	0
762	apoderar	Imperfect	apoderaba	apoderaban	0
762	apoderar	Pres	apodera	apoderan	0
762	apoderar	Fut	apoderará	apoderarán	0
763	desvelar	Past	desveló	desvelaron	0
763	desvelar	Imperfect	desvelaba	desvelaban	0
763	desvelar	Pres	desvela	desvelan	0
763	desvelar	Fut	desvelará	desvelarán	0
764	componer	Past	compuso	compusieron	0
764	componer	Imperfect	componía	componían	0
764	componer	Pres	compone	componen	1
764	componer	Fut	compondrá	compondrán	0
765	atrapar	Past	atrapó	atraparon	0
765	atrapar	Imperfect	atrapaba	atrapaban	0
765	atrapar	Pres	atrapa	atrapan	0
765	atrapar	Fut	atrapará	atraparán	0
766	elaborar	Past	elaboró	elaboraron	0
766	elaborar	Imperfect	elaboraba	elaboraban	0
766	elaborar	Pres	elabora	elaboran	0
766	elaborar	Fut	elaborará	elaborarán	0
767	imperar	Past	imperó	imperaron	0
767	imperar	Imperfect	imperaba	imperaban	0
767	imperar	Pres	impera	imperan	0
767	imperar	Fut	imperará	imperarán	0
768	sortear	Past	sorteó	sortearon	0
768	sortear	Imperfect	sorteaba	sorteaban	0
768	sortear	Pres	sortea	sortean	0
768	sortear	Fut	sorteará	sortearán	0
769	embestir	Past	embistió	embistieron	0
769	embestir	Imperfect	embestía	embestían	0
769	embestir	Pres	embiste	embisten	0
769	embestir	Fut	embestirá	embestirán	0
770	quejar	Past	quejó	quejaron	0
770	quejar	Imperfect	quejaba	quejaban	0
770	quejar	Pres	queja	quejan	0
770	quejar	Fut	quejará	quejarán	0
771	obstaculizar	Past	obstaculizó	obstaculizaron	0
771	obstaculizar	Imperfect	obstaculizaba	obstaculizaban	0
771	obstaculizar	Pres	obstaculiza	obstaculizan	0
771	obstaculizar	Fut	obstaculizará	obstaculizarán	0
772	protestar	Past	protestó	protestaron	0
772	protestar	Imperfect	protestaba	protestaban	0
772	protestar	Pres	protesta	protestan	0
772	protestar	Fut	protestará	protestarán	0
773	beneficiar	Past	benefició	beneficiaron	0
773	beneficiar	Imperfect	beneficiaba	beneficiaban	0
773	beneficiar	Pres	beneficia	benefician	0
773	beneficiar	Fut	beneficiará	beneficiarán	0
774	validar	Past	validó	validaron	0
774	validar	Imperfect	validaba	validaban	0
774	validar	Pres	valida	validan	0
774	validar	Fut	validará	validarán	0
775	cautivar	Past	cautivó	cautivaron	0
775	cautivar	Imperfect	cautivaba	cautivaban	0
775	cautivar	Pres	cautiva	cautivan	0
775	cautivar	Fut	cautivará	cautivarán	0
776	sugerir	Past	sugirió	sugirieron	0
776	sugerir	Imperfect	sugería	sugerían	0
776	sugerir	Pres	sugiere	sugieren	1
776	sugerir	Fut	sugerirá	sugerirán	0
777	cuajar	Past	cuajó	cuajaron	0
777	cuajar	Imperfect	cuajaba	cuajaban	0
777	cuajar	Pres	cuaja	cuajan	0
777	cuajar	Fut	cuajará	cuajarán	0
778	prefabricar	Past	prefabricó	prefabricaron	0
778	prefabricar	Imperfect	prefabricaba	prefabricaban	0
778	prefabricar	Pres	prefabrica	prefabrican	0
778	prefabricar	Fut	prefabricará	prefabricarán	0
779	frecuentar	Past	frecuentó	frecuentaron	0
779	frecuentar	Imperfect	frecuentaba	frecuentaban	0
779	frecuentar	Pres	frecuenta	frecuentan	0
779	frecuentar	Fut	frecuentará	frecuentarán	0
780	guardar	Past	guardó	guardaron	0
780	guardar	Imperfect	guardaba	guardaban	0
780	guardar	Pres	guarda	guardan	1
780	guardar	Fut	guardará	guardarán	0
781	apurar	Past	apuró	apuraron	0
781	apurar	Imperfect	apuraba	apuraban	0
781	apurar	Pres	apura	apuran	0
781	apurar	Fut	apurará	apurarán	0
782	cargar	Past	cargó	cargaron	0
782	cargar	Imperfect	cargaba	cargaban	0
782	cargar	Pres	carga	cargan	0
782	cargar	Fut	cargará	cargarán	0
783	inspeccionar	Past	inspeccionó	inspeccionaron	0
783	inspeccionar	Imperfect	inspeccionaba	inspeccionaban	0
783	inspeccionar	Pres	inspecciona	inspeccionan	0
783	inspeccionar	Fut	inspeccionará	inspeccionarán	0
784	reponer	Past	repuso	repusieron	0
784	reponer	Imperfect	reponía	reponían	0
784	reponer	Pres	repone	reponen	0
784	reponer	Fut	repondrá	repondrán	0
785	telefonear	Past	telefoneó	telefonearon	0
785	telefonear	Imperfect	telefoneaba	telefoneaban	0
785	telefonear	Pres	telefonea	telefonean	0
785	telefonear	Fut	telefoneará	telefonearán	0
786	envolver	Past	envolvió	envolvieron	0
786	envolver	Imperfect	envolvía	envolvían	0
786	envolver	Pres	envuelve	envuelven	0
786	envolver	Fut	envolverá	envolverán	0
787	enviar	Past	envió	enviaron	0
787	enviar	Imperfect	enviaba	enviaban	0
787	enviar	Pres	envía	envían	0
787	enviar	Fut	enviará	enviarán	0
788	hartar	Past	hartó	hartaron	0
788	hartar	Imperfect	hartaba	hartaban	0
788	hartar	Pres	harta	hartan	0
788	hartar	Fut	hartará	hartarán	0
789	secuestrar	Past	secuestró	secuestraron	0
789	secuestrar	Imperfect	secuestraba	secuestraban	0
789	secuestrar	Pres	secuestra	secuestran	0
789	secuestrar	Fut	secuestrará	secuestrarán	0
790	restaurar	Past	restauró	restauraron	0
790	restaurar	Imperfect	restauraba	restauraban	0
790	restaurar	Pres	restaura	restauran	0
790	restaurar	Fut	restaurará	restaurarán	0
791	precipitar	Past	precipitó	precipitaron	0
791	precipitar	Imperfect	precipitaba	precipitaban	0
791	precipitar	Pres	precipita	precipitan	0
791	precipitar	Fut	precipitará	precipitarán	0
792	fomentar	Past	fomentó	fomentaron	0
792	fomentar	Imperfect	fomentaba	fomentaban	0
792	fomentar	Pres	fomenta	fomentan	0
792	fomentar	Fut	fomentará	fomentarán	0
793	jubilar	Past	jubiló	jubilaron	0
793	jubilar	Imperfect	jubilaba	jubilaban	0
793	jubilar	Pres	jubila	jubilan	0
793	jubilar	Fut	jubilará	jubilarán	0
794	recortar	Past	recortó	recortaron	0
794	recortar	Imperfect	recortaba	recortaban	0
794	recortar	Pres	recorta	recortan	0
794	recortar	Fut	recortará	recortarán	0
795	ahorrar	Past	ahorró	ahorraron	0
795	ahorrar	Imperfect	ahorraba	ahorraban	0
795	ahorrar	Pres	ahorra	ahorran	0
795	ahorrar	Fut	ahorrará	ahorrarán	0
796	carecer	Past	careció	carecieron	0
796	carecer	Imperfect	carecía	carecían	0
796	carecer	Pres	carece	carecen	1
796	carecer	Fut	carecerá	carecerán	0
797	predicar	Past	predicó	predicaron	0
797	predicar	Imperfect	predicaba	predicaban	0
797	predicar	Pres	predica	predican	0
797	predicar	Fut	predicará	predicarán	0
798	bombardear	Past	bombardeó	bombardearon	0
798	bombardear	Imperfect	bombardeaba	bombardeaban	0
798	bombardear	Pres	bombardea	bombardean	0
798	bombardear	Fut	bombardeará	bombardearán	0
799	martirizar	Past	martirizó	martirizaron	0
799	martirizar	Imperfect	martirizaba	martirizaban	0
799	martirizar	Pres	martiriza	martirizan	0
799	martirizar	Fut	martirizará	martirizarán	0
800	forzar	Past	forzó	forzaron	0
800	forzar	Imperfect	forzaba	forzaban	0
800	forzar	Pres	fuerza	fuerzan	0
800	forzar	Fut	forzará	forzarán	0
801	zanjar	Past	zanjó	zanjaron	0
801	zanjar	Imperfect	zanjaba	zanjaban	0
